Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
355,Boaz Myhill,wls WAL,GK,West Brom,31,1982,11,10,935,10.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
356,Dame N'Doye,sn SEN,FW,Hull City,29,1985,15,13,"1,195",13.3,5,1,6,5,0,0,3,0,0.38,0.08,0.45,0.38,0.45,Matches
357,Charles N'Zogbia,fr FRA,"DF,FW",Aston Villa,28,1986,27,19,"1,421",15.8,0,2,2,0,0,0,3,0,0,0.13,0.13,0,0.13,Matches
358,Steven Naismith,sct SCO,"FW,MF",Everton,27,1986,31,22,"2,057",22.9,7,0,7,7,0,0,8,0,0.31,0,0.31,0.31,0.31,Matches
359,Nani,pt POR,"FW,MF",Manchester Utd,27,1986,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
360,Samir Nasri,fr FRA,"FW,MF",Manchester City,27,1987,24,18,"1,569",17.4,2,5,7,2,0,0,5,0,0.11,0.29,0.4,0.11,0.4,Matches
361,Kyle Naughton,eng ENG,DF,Tottenham,25,1988,5,5,325,3.6,0,0,0,0,0,0,0,2,0,0,0,0,0,Matches
362,Kyle Naughton,eng ENG,DF,Swansea City,25,1988,10,10,856,9.5,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
363,Jesús Navas,es ESP,"DF,FW",Manchester City,28,1985,35,23,"2,254",25,0,8,8,0,0,0,3,0,0,0.32,0.32,0,0.32,Matches
364,Nenê,br BRA,"FW,MF",West Ham,33,1981,8,0,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
365,Mark Noble,eng ENG,MF,West Ham,27,1987,28,27,"2,301",25.6,2,3,5,1,1,2,4,0,0.08,0.12,0.2,0.04,0.16,Matches
366,Kevin Nolan,eng ENG,MF,West Ham,32,1982,29,19,"1,749",19.4,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,Matches
367,David Nugent,eng ENG,FW,Leicester City,29,1985,29,16,"1,711",19,5,2,7,4,1,1,3,0,0.26,0.11,0.37,0.21,0.32,Matches
368,Steven Nzonzi,fr FRA,MF,Stoke City,25,1988,38,38,"3,374",37.5,3,2,5,3,0,0,2,0,0.08,0.05,0.13,0.08,0.13,Matches
369,Joey O'Brien,ie IRL,"DF,MF",West Ham,28,1986,9,6,526,5.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
370,Stuart O'Keefe,eng ENG,MF,Crystal Palace,23,1991,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
371,John O'Shea,ie IRL,"DF,MF",Sunderland,33,1981,37,37,"3,270",36.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
372,Gabriel Obertan,fr FRA,"FW,MF",Newcastle Utd,25,1989,13,8,652,7.2,1,2,3,1,0,0,0,0,0.14,0.28,0.41,0.14,0.41,Matches
373,John Obi Mikel,ng NGA,MF,Chelsea,27,1987,18,6,702,7.8,0,1,1,0,0,0,1,0,0,0.13,0.13,0,0.13,Matches
374,Peter Odemwingie,ng NGA,FW,Stoke City,33,1981,7,1,194,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
375,Jores Okore,dk DEN,DF,Aston Villa,21,1992,23,22,"2,010",22.3,1,0,1,1,0,0,6,0,0.04,0,0.04,0.04,0.04,Matches
376,Nélson Oliveira,pt POR,FW,Swansea City,22,1991,10,4,389,4.3,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
377,Jonas Olsson,se SWE,DF,West Brom,31,1983,13,9,825,9.2,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
378,Nedum Onuoha,eng ENG,DF,QPR,27,1986,23,22,"1,927",21.4,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
379,Oscar,br BRA,"FW,MF",Chelsea,22,1991,28,26,"2,020",22.4,6,8,14,6,0,0,5,0,0.27,0.36,0.62,0.27,0.62,Matches
380,Leon Osman,eng ENG,MF,Everton,33,1981,21,13,"1,279",14.2,2,2,4,2,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches
381,David Ospina,co COL,GK,Arsenal,25,1988,18,18,"1,620",18,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
382,Bryan Oviedo,cr CRC,"DF,MF",Everton,24,1990,6,2,320,3.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
383,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",Arsenal,20,1993,23,17,"1,490",16.6,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches
384,Mesut Özil,de GER,MF,Arsenal,25,1988,22,21,"1,856",20.6,4,5,9,4,0,0,0,0,0.19,0.24,0.44,0.19,0.44,Matches
385,Costel Pantilimon,ro ROU,GK,Sunderland,27,1987,28,28,"2,520",28,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
386,Paulinho,br BRA,MF,Tottenham,26,1988,15,3,489,5.4,0,1,1,0,0,0,3,0,0,0.18,0.18,0,0.18,Matches
387,Gabriel Paulista,br BRA,DF,Arsenal,23,1990,6,4,350,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
388,Graziano Pellè,it ITA,FW,Southampton,29,1985,38,37,"3,281",36.5,12,2,14,12,0,0,6,0,0.33,0.05,0.38,0.33,0.38,Matches
389,Andreas Pereira,br BRA,MF,Manchester Utd,18,1996,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Ayoze Pérez,es ESP,"FW,MF",Newcastle Utd,21,1993,36,25,"2,369",26.3,7,0,7,7,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
391,Robin van Persie,nl NED,FW,Manchester Utd,30,1983,27,25,"2,108",23.4,10,2,12,9,1,2,5,0,0.43,0.09,0.51,0.38,0.47,Matches
392,Matt Phillips,sct SCO,"DF,FW",QPR,23,1991,25,20,"1,821",20.2,3,8,11,3,0,0,1,0,0.15,0.4,0.54,0.15,0.54,Matches
393,Steven Pienaar,za RSA,MF,Everton,32,1982,9,3,317,3.5,0,2,2,0,0,0,1,0,0,0.57,0.57,0,0.57,Matches
394,Erik Pieters,nl NED,"DF,MF",Stoke City,25,1988,31,29,"2,562",28.5,0,2,2,0,0,0,8,0,0,0.07,0.07,0,0.07,Matches
395,Sébastien Pocognoli,be BEL,"DF,MF",West Brom,26,1987,15,15,"1,209",13.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
396,Lukas Podolski,de GER,"FW,MF",Arsenal,29,1985,7,0,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
397,Nick Powell,eng ENG,"FW,MF",Leicester City,20,1994,3,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
398,Diego Poyet,uy URU,MF,West Ham,19,1995,3,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
399,José Pozo,es ESP,"FW,MF",Manchester City,18,1996,3,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Jason Puncheon,eng ENG,MF,Crystal Palace,28,1986,37,31,"2,824",31.4,6,7,13,6,0,0,8,1,0.19,0.22,0.41,0.19,0.41,Matches
401,Stephen Quinn,ie IRL,"FW,MF",Hull City,28,1986,28,17,"1,639",18.2,1,3,4,1,0,0,3,1,0.05,0.16,0.22,0.05,0.22,Matches
402,Rafael,br BRA,"DF,MF",Manchester Utd,24,1990,10,6,592,6.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
403,Ramires,br BRA,MF,Chelsea,27,1987,23,11,"1,107",12.3,2,4,6,2,0,0,4,0,0.16,0.33,0.49,0.16,0.49,Matches
404,Gastón Ramírez,uy URU,"FW,MF",Southampton,23,1990,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
405,Gastón Ramírez,uy URU,"FW,MF",Hull City,23,1990,22,11,990,11,1,2,3,1,0,0,1,1,0.09,0.18,0.27,0.09,0.27,Matches
406,Aaron Ramsey,wls WAL,MF,Arsenal,23,1990,29,23,"2,007",22.3,6,5,11,6,0,0,6,0,0.27,0.22,0.49,0.27,0.49,Matches
407,Àngel Rangel,es ESP,DF,Swansea City,31,1982,27,22,"2,037",22.6,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
408,Harrison Reed,eng ENG,MF,Southampton,19,1995,9,5,460,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
409,Steven Reid,ie IRL,"DF,MF",Burnley,33,1981,6,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
410,Winston Reid,nz NZL,DF,West Ham,26,1988,30,29,"2,502",27.8,1,0,1,1,0,0,10,0,0.04,0,0.04,0.04,0.04,Matches
411,Loïc Rémy,fr FRA,FW,QPR,27,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
412,Loïc Rémy,fr FRA,FW,Chelsea,27,1987,19,6,672,7.5,7,0,7,7,0,0,0,0,0.94,0,0.94,0.94,0.94,Matches
413,Anthony Réveillère,fr FRA,DF,Sunderland,34,1979,16,15,"1,327",14.7,0,2,2,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
414,Jazz Richards,wls WAL,"DF,MF",Swansea City,23,1991,10,7,636,7.1,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
415,Kieran Richardson,eng ENG,"DF,MF",Aston Villa,29,1984,22,16,"1,345",14.9,0,1,1,0,0,0,2,1,0,0.07,0.07,0,0.07,Matches
416,Emmanuel Rivière,fr FRA,FW,Newcastle Utd,24,1990,23,15,"1,209",13.4,1,1,2,1,0,0,0,0,0.07,0.07,0.15,0.07,0.15,Matches
417,Valentin Roberge,cy CYP,DF,Sunderland,27,1987,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
418,Andrew Robertson,sct SCO,"DF,MF",Hull City,20,1994,24,17,"1,526",17,0,2,2,0,0,0,7,0,0,0.12,0.12,0,0.12,Matches
419,Joel Robles,es ESP,GK,Everton,24,1990,7,6,585,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
420,Jack Rodwell,eng ENG,"DF,MF",Sunderland,23,1991,23,17,"1,483",16.5,3,0,3,3,0,0,5,0,0.18,0,0.18,0.18,0.18,Matches
421,Marcos Rojo,ar ARG,DF,Manchester Utd,24,1990,22,20,"1,762",19.6,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
422,Wayne Rooney,eng ENG,"FW,MF",Manchester Utd,28,1985,33,33,"2,873",31.9,12,5,17,11,1,2,5,1,0.38,0.16,0.53,0.34,0.5,Matches
423,Danny Rose,eng ENG,"DF,MF",Tottenham,24,1990,28,27,"2,367",26.3,3,5,8,3,0,0,7,0,0.11,0.19,0.3,0.11,0.3,Matches
424,Liam Rosenior,eng ENG,DF,Hull City,30,1984,13,5,581,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Tomáš Rosický,cz CZE,MF,Arsenal,33,1980,15,5,583,6.5,2,1,3,2,0,0,1,0,0.31,0.15,0.46,0.31,0.46,Matches
426,Wayne Routledge,eng ENG,"FW,MF",Swansea City,29,1985,29,27,"2,310",25.7,3,1,4,3,0,0,1,1,0.12,0.04,0.16,0.12,0.16,Matches
427,Yannick Sagbo,ci CIV,FW,Hull City,26,1988,4,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Bacary Sagna,fr FRA,DF,Manchester City,31,1983,9,8,741,8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
429,Diafra Sakho,sn SEN,FW,West Ham,24,1989,23,20,"1,754",19.5,10,2,12,10,0,0,2,0,0.51,0.1,0.62,0.51,0.62,Matches
430,Mamadou Sakho,fr FRA,DF,Liverpool,24,1990,16,15,"1,419",15.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
431,Mohamed Salah,eg EGY,"FW,MF",Chelsea,22,1992,3,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Georgios Samaras,gr GRE,"FW,MF",West Brom,29,1985,5,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
433,Alexis Sánchez,cl CHI,"FW,MF",Arsenal,25,1988,35,34,"2,942",32.7,16,8,24,16,0,1,4,0,0.49,0.24,0.73,0.49,0.73,Matches
434,Carlos Sánchez,co COL,"DF,MF",Aston Villa,28,1986,28,20,"1,988",22.1,1,0,1,1,0,0,7,1,0.05,0,0.05,0.05,0.05,Matches
435,Sandro,br BRA,MF,QPR,25,1989,17,17,"1,209",13.4,1,0,1,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
436,Yaya Sanogo,fr FRA,FW,Arsenal,21,1993,3,2,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
437,Yaya Sanogo,fr FRA,FW,Crystal Palace,21,1993,10,3,320,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
438,Jeffrey Schlupp,gh GHA,"DF,FW",Leicester City,21,1992,32,30,"2,531",28.1,3,2,5,3,0,0,4,0,0.11,0.07,0.18,0.11,0.18,Matches
439,Kasper Schmeichel,dk DEN,GK,Leicester City,27,1986,24,24,"2,160",24,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Morgan Schneiderlin,fr FRA,MF,Southampton,24,1989,26,24,"2,186",24.3,4,1,5,4,0,0,6,1,0.16,0.04,0.21,0.16,0.21,Matches
441,André Schürrle,de GER,"FW,MF",Chelsea,23,1990,14,5,436,4.8,3,0,3,3,0,0,2,0,0.62,0,0.62,0.62,0.62,Matches
442,Mark Schwarzer,au AUS,GK,Leicester City,41,1972,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Ryan Seager,eng ENG,FW,Southampton,18,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
444,Philippe Senderos,ch SUI,DF,Aston Villa,29,1985,8,7,633,7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
445,Stéphane Sessègnon,bj BEN,"FW,MF",West Brom,30,1984,28,20,"1,761",19.6,1,3,4,1,0,0,5,0,0.05,0.15,0.2,0.05,0.2,Matches
446,Jason Shackell,eng ENG,DF,Burnley,30,1983,38,38,"3,346",37.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
447,Luke Shaw,eng ENG,"DF,MF",Manchester Utd,19,1995,16,15,"1,121",12.5,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
448,Ryan Shawcross,eng ENG,DF,Stoke City,26,1987,32,32,"2,831",31.5,2,1,3,2,0,0,7,0,0.06,0.03,0.1,0.06,0.1,Matches
449,Jonjo Shelvey,eng ENG,MF,Swansea City,22,1992,31,28,"2,449",27.2,3,5,8,2,1,1,9,1,0.11,0.18,0.29,0.07,0.26,Matches
450,Ollie Shenton,eng ENG,MF,Stoke City,16,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
451,Steve Sidwell,eng ENG,MF,Stoke City,31,1982,12,5,450,5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
452,Gylfi Sigurðsson,is ISL,"FW,MF",Swansea City,24,1989,32,32,"2,682",29.8,7,10,17,7,0,0,2,0,0.23,0.34,0.57,0.23,0.57,Matches
453,David Silva,es ESP,"FW,MF",Manchester City,28,1986,32,32,"2,646",29.4,12,7,19,12,0,0,8,0,0.41,0.24,0.65,0.41,0.65,Matches
454,Danny Simpson,eng ENG,DF,Leicester City,27,1987,14,13,"1,185",13.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
455,Danny Simpson,eng ENG,DF,QPR,27,1987,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
456,Jerome Sinclair,eng ENG,FW,Liverpool,17,1996,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
457,Scott Sinclair,eng ENG,"FW,MF",Aston Villa,25,1989,9,5,463,5.1,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
458,Scott Sinclair,eng ENG,"FW,MF",Manchester City,25,1989,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
459,Moussa Sissoko,fr FRA,MF,Newcastle Utd,24,1989,34,34,"3,031",33.7,4,2,6,4,0,0,9,2,0.12,0.06,0.18,0.12,0.18,Matches
460,Martin Škrtel,sk SVK,DF,Liverpool,29,1984,33,33,"2,970",33,1,0,1,1,0,0,8,0,0.03,0,0.03,0.03,0.03,Matches
461,Chris Smalling,eng ENG,DF,Manchester Utd,24,1989,25,21,"1,879",20.9,4,0,4,4,0,0,2,1,0.19,0,0.19,0.19,0.19,Matches
462,Robert Snodgrass,sct SCO,"FW,MF",Hull City,26,1987,1,1,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
463,Roberto Soldado,es ESP,FW,Tottenham,29,1985,24,7,804,8.9,1,1,2,1,0,1,1,0,0.11,0.11,0.22,0.11,0.22,Matches
464,Alexandre Song,cm CMR,"DF,MF",West Ham,26,1987,28,25,"2,245",24.9,0,3,3,0,0,0,4,0,0,0.12,0.12,0,0.12,Matches
465,Marvin Sordell,eng ENG,FW,Burnley,23,1991,14,2,289,3.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
466,Pape Souaré,sn SEN,DF,Crystal Palace,24,1990,9,7,605,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
467,Julián Speroni,ar ARG,GK,Crystal Palace,35,1979,36,36,"3,204",35.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
468,Benjamin Stambouli,fr FRA,"DF,MF",Tottenham,23,1990,12,4,459,5.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
469,Jed Steer,eng ENG,GK,Aston Villa,21,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Raheem Sterling,eng ENG,"FW,MF",Liverpool,19,1994,35,34,"3,045",33.8,7,7,14,7,0,0,5,0,0.21,0.21,0.41,0.21,0.41,Matches
471,John Stones,eng ENG,DF,Everton,20,1994,23,23,"2,043",22.7,1,0,1,1,0,0,1,0,0.04,0,0.04,0.04,0.04,Matches
472,Daniel Sturridge,eng ENG,"FW,MF",Liverpool,24,1989,12,7,752,8.4,4,1,5,4,0,0,0,0,0.48,0.12,0.6,0.48,0.6,Matches
473,Yun Suk-young,kr KOR,"DF,MF",QPR,24,1990,23,19,"1,722",19.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
474,Ki Sung-yueng,kr KOR,MF,Swansea City,25,1989,33,30,"2,689",29.9,8,1,9,8,0,0,4,0,0.27,0.03,0.3,0.27,0.3,Matches
475,Wojciech Szczęsny,pl POL,GK,Arsenal,24,1990,17,17,"1,498",16.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
476,Adel Taarabt,ma MAR,"FW,MF",QPR,25,1989,7,3,297,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Dušan Tadić,rs SRB,"FW,MF",Southampton,25,1988,31,24,"2,056",22.8,4,8,12,3,1,2,2,0,0.18,0.35,0.53,0.13,0.48,Matches
478,Matt Targett,eng ENG,"DF,MF",Southampton,18,1995,6,3,226,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
479,Matthew Taylor,eng ENG,"DF,MF",Burnley,32,1981,10,7,565,6.3,0,1,1,0,0,0,0,0,0,0.16,0.16,0,0.16,Matches
480,Neil Taylor,wls WAL,"DF,MF",Swansea City,25,1989,34,34,"2,998",33.3,0,2,2,0,0,0,9,0,0,0.06,0.06,0,0.06,Matches
481,Ryan Taylor,eng ENG,"DF,MF",Newcastle Utd,29,1984,14,11,906,10.1,0,1,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
482,Steven Taylor,eng ENG,DF,Newcastle Utd,28,1986,10,7,653,7.3,1,0,1,1,0,0,3,1,0.14,0,0.14,0.14,0.14,Matches
483,Gary Taylor-Fletcher,eng ENG,"FW,MF",Leicester City,33,1981,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Dionatan Teixeira,br BRA,DF,Stoke City,22,1992,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
485,John Terry,eng ENG,DF,Chelsea,33,1980,38,38,"3,420",38,5,0,5,5,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
486,Jerome Thomas,eng ENG,"FW,MF",Crystal Palace,31,1983,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
487,Tom Thorpe,eng ENG,DF,Manchester Utd,21,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
488,Dwight Tiendalli,nl NED,DF,Swansea City,28,1985,3,1,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
489,Cheick Tioté,ci CIV,MF,Newcastle Utd,28,1986,11,10,895,9.9,0,2,2,0,0,0,5,0,0,0.2,0.2,0,0.2,Matches
490,James Tomkins,eng ENG,"DF,MF",West Ham,25,1989,22,20,"1,852",20.6,1,3,4,1,0,0,6,0,0.05,0.15,0.19,0.05,0.19,Matches
491,Kolo Touré,ci CIV,DF,Liverpool,33,1981,11,7,667,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Yaya Touré,ci CIV,MF,Manchester City,31,1983,29,27,"2,353",26.1,10,2,12,8,2,2,5,0,0.38,0.08,0.46,0.31,0.38,Matches
493,Andros Townsend,eng ENG,"FW,MF",Tottenham,23,1991,17,10,749,8.3,2,2,4,1,1,1,2,0,0.24,0.24,0.48,0.12,0.36,Matches
494,Armand Traoré,sn SEN,"DF,MF",QPR,24,1989,16,7,786,8.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
495,Gerhard Tremmel,de GER,GK,Swansea City,35,1978,2,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
496,Kieran Trippier,eng ENG,"DF,MF",Burnley,23,1990,38,38,"3,415",37.9,0,4,4,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
497,Leonardo Ulloa,ar ARG,FW,Leicester City,28,1986,37,29,"2,398",26.6,11,3,14,9,2,2,3,0,0.41,0.11,0.53,0.34,0.45,Matches
498,Fredrik Ulvestad,no NOR,"DF,MF",Burnley,22,1992,2,1,67,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
499,Matt Upson,eng ENG,DF,Leicester City,35,1979,5,5,373,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
500,Víctor Valdés,es ESP,GK,Manchester Utd,32,1982,2,1,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
501,Antonio Valencia,ec ECU,"DF,MF",Manchester Utd,28,1985,32,29,"2,580",28.7,0,3,3,0,0,0,4,0,0,0.1,0.1,0,0.1,Matches
502,Enner Valencia,ec ECU,"FW,MF",West Ham,24,1989,32,25,"2,101",23.3,4,3,7,4,0,0,2,0,0.17,0.13,0.3,0.17,0.3,Matches
503,Jamie Vardy,eng ENG,FW,Leicester City,27,1987,34,26,"2,241",24.9,5,8,13,5,0,0,5,0,0.2,0.32,0.52,0.2,0.52,Matches
504,Silvestre Varela,pt POR,"FW,MF",West Brom,29,1985,7,3,336,3.7,1,0,1,1,0,0,1,0,0.27,0,0.27,0.27,0.27,Matches
505,Eduardo Vargas,cl CHI,"FW,MF",QPR,24,1989,21,16,"1,382",15.4,3,2,5,3,0,0,1,0,0.2,0.13,0.33,0.2,0.33,Matches
506,Ricardo Vaz Tê,pt POR,"FW,MF",West Ham,27,1986,4,3,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
507,Santiago Vergini,ar ARG,DF,Sunderland,25,1988,31,28,"2,620",29.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
508,Jan Vertonghen,be BEL,DF,Tottenham,27,1987,32,31,"2,811",31.2,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
509,Ron Vlaar,nl NED,DF,Aston Villa,29,1985,20,19,"1,647",18.3,0,1,1,0,0,0,4,1,0,0.05,0.05,0,0.05,Matches
510,Sam Vokes,wls WAL,FW,Burnley,24,1989,15,5,567,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
511,Michel Vorm,nl NED,GK,Tottenham,30,1983,4,3,357,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
512,Haris Vučkić,si SVN,"FW,MF",Newcastle Utd,21,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
513,Theo Walcott,eng ENG,"FW,MF",Arsenal,25,1989,14,4,447,5,5,0,5,5,0,0,0,0,1.01,0,1.01,1.01,1.01,Matches
514,Kyle Walker,eng ENG,"DF,MF",Tottenham,24,1990,15,15,"1,306",14.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
515,Ross Wallace,sct SCO,"FW,MF",Burnley,29,1985,15,1,241,2.7,1,0,1,1,0,0,2,0,0.37,0,0.37,0.37,0.37,Matches
516,Jonathan Walters,ie IRL,"FW,MF",Stoke City,30,1983,32,28,"2,419",26.9,8,4,12,8,0,0,5,0,0.3,0.15,0.45,0.3,0.45,Matches
517,Victor Wanyama,ke KEN,MF,Southampton,23,1991,32,26,"2,360",26.2,3,1,4,3,0,0,10,0,0.11,0.04,0.15,0.11,0.15,Matches
518,Joel Ward,eng ENG,"DF,MF",Crystal Palace,24,1989,37,37,"3,330",37,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
519,Stephen Ward,ie IRL,"DF,FW",Burnley,28,1985,9,7,624,6.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
520,James Ward-Prowse,eng ENG,MF,Southampton,19,1994,25,16,"1,477",16.4,1,6,7,0,1,1,0,1,0.06,0.37,0.43,0,0.37,Matches
521,Marcin Wasilewski,pl POL,DF,Leicester City,34,1980,25,22,"1,989",22.1,1,0,1,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
522,Andreas Weimann,at AUT,"FW,MF",Aston Villa,22,1991,31,20,"1,775",19.7,3,2,5,3,0,0,5,0,0.15,0.1,0.25,0.15,0.25,Matches
523,Danny Welbeck,eng ENG,"FW,MF",Arsenal,23,1990,25,18,"1,663",18.5,4,4,8,4,0,0,3,0,0.22,0.22,0.43,0.22,0.43,Matches
524,Danny Welbeck,eng ENG,"FW,MF",Manchester Utd,23,1990,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
525,Ashley Westwood,eng ENG,MF,Aston Villa,24,1990,27,25,"2,149",23.9,0,1,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
526,Glenn Whelan,ie IRL,MF,Stoke City,30,1984,28,26,"2,258",25.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
527,Connor Wickham,eng ENG,"FW,MF",Sunderland,21,1993,36,31,"2,768",30.8,5,1,6,5,0,0,8,0,0.16,0.03,0.2,0.16,0.2,Matches
528,Ashley Williams,wls WAL,DF,Swansea City,29,1984,37,37,"3,330",37,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
529,Jonny Williams,wls WAL,"FW,MF",Crystal Palace,20,1993,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Mike Williamson,eng ENG,DF,Newcastle Utd,30,1983,31,27,"2,420",26.9,1,1,2,1,0,0,7,2,0.04,0.04,0.07,0.04,0.07,Matches
531,Willian,br BRA,"FW,MF",Chelsea,25,1988,36,28,"2,402",26.7,2,3,5,2,0,0,3,0,0.07,0.11,0.19,0.07,0.19,Matches
