Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
353,Ryan McGivern,nir NIR,DF,Manchester City,20,1990,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
354,Callum McManaman,eng ENG,"FW,MF",Wigan Athletic,19,1991,3,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
355,Raul Meireles,pt POR,MF,Liverpool,27,1983,33,32,"2,523",28,5,5,10,5,0,0,5,0,0.18,0.18,0.36,0.18,0.36,Matches
356,Abdoulaye Méïté,ci CIV,DF,West Brom,29,1980,10,10,855,9.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
357,John Mensah,gh GHA,DF,Sunderland,27,1982,18,15,"1,193",13.3,0,1,1,0,0,0,4,1,0,0.08,0.08,0,0.08,Matches
358,David Meyler,ie IRL,MF,Sunderland,21,1989,5,4,259,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
359,Simon Mignolet,be BEL,GK,Sunderland,22,1988,23,23,"2,070",23,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
360,Nenad Milijaš,rs SRB,MF,Wolves,27,1983,23,20,"1,713",19,2,3,5,2,0,0,1,0,0.11,0.16,0.26,0.11,0.26,Matches
361,Ishmael Miller,eng ENG,FW,West Brom,23,1987,6,0,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,James Milner,eng ENG,"DF,MF",Aston Villa,24,1986,1,1,84,0.9,1,0,1,1,0,0,0,0,1.07,0,1.07,1.07,1.07,Matches
363,James Milner,eng ENG,"DF,MF",Manchester City,24,1986,32,23,"2,050",22.8,0,6,6,0,0,0,4,0,0,0.26,0.26,0,0.26,Matches
364,Luka Modrić,hr CRO,MF,Tottenham,24,1985,32,32,"2,793",31,3,2,5,2,1,1,3,0,0.1,0.06,0.16,0.06,0.13,Matches
365,Josh Morris,eng ENG,"DF,FW",Blackburn,18,1991,4,0,87,1,0,1,1,0,0,0,0,0,0,1.03,1.03,0,1.03,Matches
366,James Morrison,sct SCO,"FW,MF",West Brom,24,1986,31,26,"2,269",25.2,4,3,7,4,0,0,2,1,0.16,0.12,0.28,0.16,0.28,Matches
367,Victor Moses,ng NGA,"DF,FW",Wigan Athletic,19,1990,21,8,815,9.1,1,3,4,1,0,0,1,0,0.11,0.33,0.44,0.11,0.44,Matches
368,Steven Mouyokolo,cg CGO,DF,Wolves,23,1987,4,2,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
369,Fabrice Muamba,eng ENG,MF,Bolton,22,1988,36,32,"2,581",28.7,1,0,1,1,0,0,6,0,0.03,0,0.03,0.03,0.03,Matches
370,Geoffrey Mujangi Bia,be BEL,MF,Wolves,20,1989,1,0,12,0.1,0,1,1,0,0,0,0,0,0,7.5,7.5,0,7.5,Matches
371,Youssouf Mulumbu,cd COD,MF,West Brom,23,1987,34,34,"2,851",31.7,6,1,7,6,0,0,7,2,0.19,0.03,0.22,0.19,0.22,Matches
372,Sulley Muntari,gh GHA,MF,Sunderland,25,1984,9,7,534,5.9,0,2,2,0,0,0,2,0,0,0.34,0.34,0,0.34,Matches
373,Danny Murphy,eng ENG,MF,Fulham,33,1977,37,37,"3,111",34.6,0,4,4,0,0,0,8,0,0,0.12,0.12,0,0.12,Matches
374,David Murphy,eng ENG,DF,Birmingham City,26,1984,10,3,431,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
375,Jordon Mutch,eng ENG,MF,Birmingham City,18,1991,3,3,243,2.7,0,1,1,0,0,0,1,0,0,0.37,0.37,0,0.37,Matches
376,Boaz Myhill,wls WAL,GK,West Brom,27,1982,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
377,David N'Gog,fr FRA,FW,Liverpool,21,1989,25,9,"1,065",11.8,2,1,3,2,0,0,1,0,0.17,0.08,0.25,0.17,0.25,Matches
378,Charles N'Zogbia,fr FRA,"DF,FW",Wigan Athletic,24,1986,34,32,"2,783",30.9,9,5,14,9,0,0,2,1,0.29,0.16,0.45,0.29,0.45,Matches
379,Nani,pt POR,"FW,MF",Manchester Utd,23,1986,33,31,"2,659",29.5,9,14,23,9,0,1,1,0,0.3,0.47,0.78,0.3,0.78,Matches
380,Samir Nasri,fr FRA,"FW,MF",Arsenal,23,1987,30,28,"2,383",26.5,10,1,11,9,1,1,4,0,0.38,0.04,0.42,0.34,0.38,Matches
381,Ryan Nelsen,nz NZL,DF,Blackburn,32,1977,28,28,"2,412",26.8,3,3,6,3,0,0,5,1,0.11,0.11,0.22,0.11,0.22,Matches
382,Gary Neville,eng ENG,DF,Manchester Utd,35,1975,3,3,205,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
383,Phil Neville,eng ENG,"DF,MF",Everton,33,1977,31,31,"2,657",29.5,1,1,2,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,Matches
384,Mark Noble,eng ENG,MF,West Ham,23,1987,26,25,"2,140",23.8,4,3,7,0,4,4,7,0,0.17,0.13,0.29,0,0.13,Matches
385,Ryan Noble,eng ENG,FW,Sunderland,19,1991,3,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
386,Kevin Nolan,eng ENG,MF,Newcastle Utd,28,1982,30,30,"2,651",29.5,12,1,13,11,1,1,10,0,0.41,0.03,0.44,0.37,0.41,Matches
387,Frank Nouble,eng ENG,"FW,MF",West Ham,18,1991,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
388,Steven Nzonzi,fr FRA,MF,Blackburn,21,1988,21,13,"1,275",14.2,1,0,1,1,0,0,4,1,0.07,0,0.07,0.07,0.07,Matches
389,Andy O'Brien,ie IRL,DF,Bolton,31,1979,2,1,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Garry O'Connor,sct SCO,FW,Birmingham City,27,1983,3,2,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
391,Jamie O'Hara,eng ENG,MF,Wolves,23,1986,14,13,"1,115",12.4,3,1,4,3,0,0,3,0,0.24,0.08,0.32,0.24,0.32,Matches
392,Gary O'Neil,eng ENG,MF,West Ham,27,1983,8,7,589,6.5,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
393,John O'Shea,ie IRL,"DF,MF",Manchester Utd,29,1981,20,18,"1,541",17.1,0,3,3,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
394,Gabriel Obertan,fr FRA,"FW,MF",Manchester Utd,21,1989,7,3,284,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
395,John Obi Mikel,ng NGA,MF,Chelsea,23,1987,28,28,"2,204",24.5,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
396,Victor Obinna,ng NGA,FW,West Ham,23,1987,25,17,"1,575",17.5,3,3,6,3,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches
397,Peter Odemwingie,ng NGA,FW,West Brom,29,1981,32,29,"2,678",29.8,15,7,22,13,2,3,3,0,0.5,0.24,0.74,0.44,0.67,Matches
398,Jonas Olsson,se SWE,DF,West Brom,27,1983,24,24,"2,123",23.6,1,3,4,1,0,0,1,0,0.04,0.13,0.17,0.04,0.17,Matches
399,Martin Olsson,se SWE,"DF,MF",Blackburn,22,1988,29,25,"2,373",26.4,2,1,3,2,0,0,3,0,0.08,0.04,0.11,0.08,0.11,Matches
400,Nedum Onuoha,eng ENG,DF,Sunderland,23,1986,31,31,"2,662",29.6,1,1,2,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,Matches
401,Brett Ormerod,eng ENG,FW,Blackpool,33,1976,19,6,716,8,1,2,3,1,0,0,0,0,0.13,0.25,0.38,0.13,0.38,Matches
402,Leon Osman,eng ENG,MF,Everton,29,1981,26,20,"1,811",20.1,4,5,9,4,0,0,4,0,0.2,0.25,0.45,0.2,0.45,Matches
403,Michael Owen,eng ENG,FW,Manchester Utd,30,1979,11,1,238,2.6,2,0,2,2,0,0,1,0,0.76,0,0.76,0.76,0.76,Matches
404,Daniel Pacheco,es ESP,"FW,MF",Liverpool,19,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
405,John Paintsil,gh GHA,"DF,MF",Fulham,29,1981,16,15,"1,343",14.9,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
406,Wilson Palacios,hn HON,MF,Tottenham,26,1984,21,16,"1,226",13.6,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
407,Scott Parker,eng ENG,MF,West Ham,29,1980,32,30,"2,738",30.4,5,2,7,5,0,0,8,0,0.16,0.07,0.23,0.16,0.23,Matches
408,Stuart Parnaby,eng ENG,DF,Birmingham City,28,1982,5,5,403,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
409,Roman Pavlyuchenko,ru RUS,FW,Tottenham,28,1981,29,18,"1,589",17.7,10,4,14,10,0,0,3,0,0.57,0.23,0.79,0.57,0.79,Matches
410,Jermaine Pennant,eng ENG,MF,Stoke City,27,1983,29,26,"2,013",22.4,3,8,11,3,0,0,3,0,0.13,0.36,0.49,0.13,0.49,Matches
411,James Perch,eng ENG,"DF,MF",Newcastle Utd,24,1985,13,9,877,9.7,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
412,Robin van Persie,nl NED,FW,Arsenal,26,1983,25,19,"1,770",19.7,18,7,25,16,2,3,4,0,0.92,0.36,1.27,0.81,1.17,Matches
413,Martin Petrov,bg BUL,"FW,MF",Bolton,31,1979,28,18,"1,463",16.3,3,5,8,3,0,0,0,0,0.18,0.31,0.49,0.18,0.49,Matches
414,Stiliyan Petrov,bg BUL,MF,Aston Villa,31,1979,27,23,"2,065",22.9,1,2,3,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13,Matches
415,Kevin Phillips,eng ENG,FW,Birmingham City,37,1973,14,5,493,5.5,1,0,1,1,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
416,Matt Phillips,sct SCO,"DF,FW",Blackpool,19,1991,27,6,"1,050",11.7,1,4,5,1,0,0,0,0,0.09,0.34,0.43,0.09,0.43,Matches
417,Steven Pienaar,za RSA,MF,Tottenham,28,1982,8,5,491,5.5,0,1,1,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
418,Steven Pienaar,za RSA,MF,Everton,28,1982,18,18,"1,569",17.4,1,0,1,1,0,0,2,0,0.06,0,0.06,0.06,0.06,Matches
419,Frédéric Piquionne,fr FRA,FW,West Ham,31,1978,34,26,"2,246",25,6,3,9,5,1,1,2,1,0.24,0.12,0.36,0.2,0.32,Matches
420,Robert Pirès,fr FRA,"FW,MF",Aston Villa,36,1973,9,2,254,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
421,Mike Pollitt,eng ENG,GK,Wigan Athletic,38,1972,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Christian Poulsen,dk DEN,MF,Liverpool,30,1980,12,9,742,8.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
423,Danny Pugh,eng ENG,"DF,MF",Stoke City,27,1982,10,5,528,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
424,Jason Puncheon,eng ENG,MF,Blackpool,24,1986,11,6,647,7.2,3,0,3,3,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
425,Paul Rachubka,eng ENG,GK,Blackpool,29,1981,2,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
426,Rafael,br BRA,"DF,MF",Manchester Utd,20,1990,16,15,"1,198",13.3,0,1,1,0,0,0,3,1,0,0.08,0.08,0,0.08,Matches
427,Ramires,br BRA,MF,Chelsea,23,1987,29,22,"1,933",21.5,2,0,2,2,0,0,7,0,0.09,0,0.09,0.09,0.09,Matches
428,Aaron Ramsey,wls WAL,MF,Arsenal,19,1990,7,5,354,3.9,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
429,Nile Ranger,eng ENG,FW,Newcastle Utd,19,1991,24,1,588,6.5,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
430,Abdul Razak,ci CIV,MF,Manchester City,17,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Andy Reid,ie IRL,MF,Blackpool,28,1982,5,2,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Andy Reid,ie IRL,MF,Sunderland,28,1982,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
433,Steven Reid,ie IRL,"DF,MF",West Brom,29,1981,23,13,"1,287",14.3,1,5,6,1,0,0,3,0,0.07,0.35,0.42,0.07,0.42,Matches
434,Winston Reid,nz NZL,DF,West Ham,22,1988,7,3,407,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Pepe Reina,es ESP,GK,Liverpool,27,1982,38,38,"3,420",38,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
436,Nigel Reo-Coker,eng ENG,MF,Aston Villa,26,1984,30,24,"2,071",23,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
437,Micah Richards,eng ENG,DF,Manchester City,22,1988,18,16,"1,399",15.5,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,Matches
438,Kieran Richardson,eng ENG,"DF,MF",Sunderland,25,1984,26,23,"2,039",22.7,4,3,7,4,0,0,9,0,0.18,0.13,0.31,0.18,0.31,Matches
439,Sam Ricketts,wls WAL,DF,Bolton,28,1981,17,14,"1,392",15.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
440,Liam Ridgewell,eng ENG,DF,Birmingham City,26,1984,36,36,"3,174",35.3,4,0,4,4,0,0,6,1,0.11,0,0.11,0.11,0.11,Matches
441,Cristian Riveros,py PAR,MF,Sunderland,27,1982,12,5,503,5.6,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
442,Jason Roberts,gd GRN,FW,Blackburn,32,1978,25,13,"1,474",16.4,5,4,9,5,0,0,2,0,0.31,0.24,0.55,0.31,0.55,Matches
443,Jack Robinson,eng ENG,DF,Liverpool,16,1993,2,1,147,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
444,Paul Robinson,eng ENG,DF,Bolton,31,1978,35,35,"3,150",35,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
445,Paul Robinson,eng ENG,GK,Blackburn,30,1979,36,36,"3,195",35.5,0,1,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
446,Rubén Rochina,es ESP,"FW,MF",Blackburn,19,1991,4,1,118,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
447,Hugo Rodallega,co COL,FW,Wigan Athletic,25,1985,36,34,"3,025",33.6,9,1,10,9,0,0,4,1,0.27,0.03,0.3,0.27,0.3,Matches
448,Rodrigo,es ESP,"FW,MF",Bolton,19,1991,17,4,503,5.6,1,1,2,1,0,0,0,0,0.18,0.18,0.36,0.18,0.36,Matches
449,Maxi Rodríguez,ar ARG,"FW,MF",Liverpool,29,1981,28,24,"2,034",22.6,10,0,10,10,0,0,2,0,0.44,0,0.44,0.44,0.44,Matches
450,Jack Rodwell,eng ENG,"DF,MF",Everton,19,1991,24,14,"1,420",15.8,0,1,1,0,0,0,5,0,0,0.06,0.06,0,0.06,Matches
451,Wayne Rooney,eng ENG,"FW,MF",Manchester Utd,24,1985,28,25,"2,225",24.7,11,11,22,8,3,4,5,0,0.44,0.44,0.89,0.32,0.77,Matches
452,Danny Rose,eng ENG,"DF,MF",Tottenham,20,1990,4,4,350,3.9,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
453,Tomáš Rosický,cz CZE,MF,Arsenal,29,1980,21,8,938,10.4,0,1,1,0,0,1,3,0,0,0.1,0.1,0,0.1,Matches
454,Wayne Routledge,eng ENG,"FW,MF",Newcastle Utd,25,1985,17,10,996,11.1,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
455,Bacary Sagna,fr FRA,DF,Arsenal,27,1983,33,33,"2,970",33,1,3,4,1,0,0,3,1,0.03,0.09,0.12,0.03,0.12,Matches
456,Louis Saha,fr FRA,FW,Everton,31,1978,22,14,"1,366",15.2,7,0,7,7,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
457,Carlos Salcido,mx MEX,"DF,MF",Fulham,30,1980,23,22,"1,901",21.1,0,2,2,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
458,Míchel Salgado,es ESP,DF,Blackburn,34,1975,36,36,"3,026",33.6,0,2,2,0,0,0,9,0,0,0.06,0.06,0,0.06,Matches
459,Christopher Samba,cg CGO,DF,Blackburn,26,1984,33,33,"2,877",32,4,0,4,4,0,0,3,1,0.13,0,0.13,0.13,0.13,Matches
460,Conor Sammon,ie IRL,FW,Wigan Athletic,23,1986,7,1,214,2.4,1,0,1,1,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
461,Sandro,br BRA,MF,Tottenham,21,1989,19,11,"1,079",12,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
462,Tuncay Şanlı,tr TUR,"FW,MF",Stoke City,28,1982,14,5,718,8,1,2,3,1,0,0,0,0,0.13,0.25,0.38,0.13,0.38,Matches
463,Roque Santa Cruz,py PAR,FW,Manchester City,28,1981,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Roque Santa Cruz,py PAR,FW,Blackburn,28,1981,9,7,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
465,Paul Scharner,at AUT,"DF,MF",West Brom,30,1980,33,33,"2,739",30.4,4,1,5,4,0,0,8,1,0.13,0.03,0.16,0.13,0.16,Matches
466,Paul Scholes,eng ENG,MF,Manchester Utd,35,1974,22,16,"1,537",17.1,1,3,4,1,0,0,9,0,0.06,0.18,0.23,0.06,0.23,Matches
467,Mark Schwarzer,au AUS,GK,Fulham,37,1972,31,31,"2,790",31,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Freddie Sears,eng ENG,"FW,MF",West Ham,20,1989,11,9,759,8.4,1,0,1,1,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
469,Philippe Senderos,ch SUI,DF,Fulham,25,1985,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Stéphane Sessègnon,bj BEN,"FW,MF",Sunderland,26,1984,14,13,"1,183",13.1,3,3,6,2,1,1,2,0,0.23,0.23,0.46,0.15,0.38,Matches
471,Ryan Shawcross,eng ENG,DF,Stoke City,22,1987,36,36,"3,196",35.5,1,0,1,1,0,0,9,2,0.03,0,0.03,0.03,0.03,Matches
472,Jonjo Shelvey,eng ENG,MF,Liverpool,18,1992,15,0,340,3.8,0,1,1,0,0,0,1,0,0,0.26,0.26,0,0.26,Matches
473,Nicky Shorey,eng ENG,"DF,MF",West Brom,29,1981,28,25,"2,314",25.7,0,1,1,0,0,0,1,0,0,0.04,0.04,0,0.04,Matches
474,Ryan Shotton,eng ENG,"DF,FW",Stoke City,21,1988,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Mamady Sidibé,ml MLI,FW,Stoke City,30,1979,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
476,Steve Sidwell,eng ENG,MF,Aston Villa,27,1982,4,1,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
477,Steve Sidwell,eng ENG,MF,Fulham,27,1982,12,10,943,10.5,2,1,3,2,0,0,3,0,0.19,0.1,0.29,0.19,0.29,Matches
478,David Silva,es ESP,"FW,MF",Manchester City,24,1986,35,30,"2,550",28.3,4,7,11,4,0,0,2,0,0.14,0.25,0.39,0.14,0.39,Matches
479,Paulo da Silva,py PAR,DF,Sunderland,30,1980,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
480,Danny Simpson,eng ENG,DF,Newcastle Utd,23,1987,30,30,"2,685",29.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
481,Martin Škrtel,sk SVK,DF,Liverpool,25,1984,38,38,"3,420",38,2,1,3,2,0,0,8,0,0.05,0.03,0.08,0.05,0.08,Matches
482,Chris Smalling,eng ENG,DF,Manchester Utd,20,1989,16,11,"1,086",12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
483,Alan Smith,eng ENG,"FW,MF",Newcastle Utd,29,1980,11,7,580,6.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
484,Alexandre Song,cm CMR,"DF,MF",Arsenal,22,1987,31,30,"2,593",28.8,4,2,6,4,0,0,8,1,0.14,0.07,0.21,0.14,0.21,Matches
485,Keith Southern,eng ENG,MF,Blackpool,29,1981,21,11,"1,093",12.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
486,Jay Spearing,eng ENG,MF,Liverpool,21,1988,11,10,796,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
487,Jonathan Spector,us USA,"DF,MF",West Ham,24,1986,14,10,929,10.3,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
488,Jordan Spence,eng ENG,DF,West Ham,20,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
489,Sébastien Squillaci,fr FRA,DF,Arsenal,29,1980,22,20,"1,820",20.2,1,0,1,1,0,0,1,0,0.05,0,0.05,0.05,0.05,Matches
490,Ronnie Stam,nl NED,"DF,MF",Wigan Athletic,26,1984,25,17,"1,577",17.5,1,0,1,1,0,0,2,0,0.06,0,0.06,0.06,0.06,Matches
491,Junior Stanislas,eng ENG,"FW,MF",West Ham,20,1989,6,4,348,3.9,1,0,1,1,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
492,Richard Stearman,eng ENG,DF,Wolves,22,1987,31,27,"2,501",27.8,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
493,Grétar Steinsson,is ISL,DF,Bolton,28,1982,23,23,"1,987",22.1,1,0,1,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
494,David Stockdale,eng ENG,GK,Fulham,24,1985,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Daniel Sturridge,eng ENG,"FW,MF",Bolton,20,1989,12,11,972,10.8,8,0,8,8,0,0,0,1,0.74,0,0.74,0.74,0.74,Matches
496,Daniel Sturridge,eng ENG,"FW,MF",Chelsea,20,1989,13,0,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
497,Luis Suárez,uy URU,FW,Liverpool,23,1987,13,12,"1,100",12.2,4,3,7,4,0,0,2,0,0.33,0.25,0.57,0.33,0.57,Matches
498,Ludovic Sylvestre,gp GLP,MF,Blackpool,26,1984,8,6,427,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Wojciech Szczęsny,pl POL,GK,Arsenal,20,1990,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
500,Thomas Sørensen,dk DEN,GK,Stoke City,34,1976,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
501,Gabriel Tamaș,ro ROU,DF,West Brom,26,1983,26,22,"2,041",22.7,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
502,Matthew Taylor,eng ENG,"DF,MF",Bolton,28,1981,36,22,"1,923",21.4,2,3,5,2,0,0,4,0,0.09,0.14,0.23,0.09,0.23,Matches
503,Ryan Taylor,eng ENG,"DF,MF",Newcastle Utd,25,1984,5,3,277,3.1,0,1,1,0,0,0,0,1,0,0.32,0.32,0,0.32,Matches
504,Steven Taylor,eng ENG,DF,Newcastle Utd,24,1986,14,12,"1,008",11.2,3,1,4,3,0,0,2,0,0.27,0.09,0.36,0.27,0.36,Matches
505,Gary Taylor-Fletcher,eng ENG,"FW,MF",Blackpool,29,1981,31,29,"2,445",27.2,6,4,10,6,0,0,4,0,0.22,0.15,0.37,0.22,0.37,Matches
506,Somen Tchoyi,cm CMR,MF,West Brom,27,1983,23,7,830,9.2,6,1,7,6,0,0,0,0,0.65,0.11,0.76,0.65,0.76,Matches
507,John Terry,eng ENG,DF,Chelsea,29,1980,33,33,"2,961",32.9,3,1,4,3,0,0,6,0,0.09,0.03,0.12,0.09,0.12,Matches
508,Carlos Tevez,ar ARG,"FW,MF",Manchester City,26,1984,31,30,"2,511",27.9,20,6,26,15,5,6,6,0,0.72,0.22,0.93,0.54,0.75,Matches
509,Hendry Thomas,hn HON,MF,Wigan Athletic,25,1985,24,22,"1,880",20.9,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
510,Jerome Thomas,eng ENG,"FW,MF",West Brom,27,1983,33,32,"2,568",28.5,3,5,8,3,0,0,4,0,0.11,0.18,0.28,0.11,0.28,Matches
511,George Thorne,eng ENG,MF,West Brom,17,1993,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
512,Cheick Tioté,ci CIV,MF,Newcastle Utd,24,1986,26,26,"2,308",25.6,1,1,2,1,0,0,14,0,0.04,0.04,0.08,0.04,0.08,Matches
513,James Tomkins,eng ENG,"DF,MF",West Ham,21,1989,19,18,"1,579",17.5,1,1,2,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,Matches
514,Michael Tonge,eng ENG,MF,Stoke City,27,1983,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
515,Fernando Torres,es ESP,FW,Liverpool,26,1984,23,22,"1,891",21,9,2,11,9,0,0,6,0,0.43,0.1,0.52,0.43,0.52,Matches
516,Fernando Torres,es ESP,FW,Chelsea,26,1984,14,8,765,8.5,1,2,3,1,0,0,1,0,0.12,0.24,0.35,0.12,0.35,Matches
517,Kolo Touré,ci CIV,DF,Manchester City,29,1981,22,21,"1,845",20.5,1,0,1,1,0,0,4,1,0.05,0,0.05,0.05,0.05,Matches
518,Yaya Touré,ci CIV,MF,Manchester City,27,1983,35,35,"2,965",32.9,6,4,10,6,0,0,3,0,0.18,0.12,0.3,0.18,0.3,Matches
519,Michael Turner,eng ENG,DF,Sunderland,26,1983,15,15,"1,305",14.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
520,Matt Upson,eng ENG,DF,West Ham,31,1979,30,30,"2,470",27.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
521,Antonio Valencia,ec ECU,"DF,MF",Manchester Utd,24,1985,10,8,742,8.2,1,2,3,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,Matches
522,Jelle Van Damme,be BEL,"DF,MF",Wolves,26,1983,6,4,276,3.1,1,1,2,1,0,0,2,0,0.33,0.33,0.65,0.33,0.65,Matches
523,Luke Varney,eng ENG,"FW,MF",Blackpool,27,1982,30,24,"2,032",22.6,5,3,8,5,0,0,1,0,0.22,0.13,0.35,0.22,0.35,Matches
524,David Vaughan,wls WAL,MF,Blackpool,27,1983,35,35,"3,150",35,2,2,4,2,0,0,6,0,0.06,0.06,0.11,0.06,0.11,Matches
525,James Vaughan,eng ENG,FW,Everton,22,1988,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
526,Carlos Vela,mx MEX,"FW,MF",Arsenal,21,1989,4,0,65,0.7,1,0,1,1,0,0,0,0,1.38,0,1.38,1.38,1.38,Matches
527,Carlos Vela,mx MEX,"FW,MF",West Brom,21,1989,8,3,321,3.6,2,1,3,2,0,0,0,0,0.56,0.28,0.84,0.56,0.84,Matches
528,Apostolos Vellios,gr GRE,FW,Everton,18,1992,3,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
